Date,Linalg norm,Name
2020/05/22/18/22/15,0.615856189394519,Rasmus
2020/05/22/18/22/15,0.5925635140772618,Rasmus
2020/05/22/18/22/16,0.5740628022788188,Rasmus
2020/05/22/18/22/16,0.5813434078441286,Rasmus
2020/05/22/18/22/17,0.6007517301736305,Rasmus
2020/05/22/18/22/17,0.6016663277319516,Rasmus
2020/05/22/18/22/18,0.5992495464898122,Rasmus
2020/05/22/18/22/18,0.5903479103131064,Rasmus
2020/05/22/18/22/19,0.5725255706530699,Rasmus
2020/05/22/18/22/19,0.5865433579969606,Rasmus
2020/05/22/18/22/19,0.6718365247910449,Rasmus
2020/05/22/18/22/20,0.7669866121119712,Rasmus
2020/05/22/18/22/20,0.7748976428414924,Rasmus
2020/05/22/18/22/21,0.7662611896209973,Rasmus
2020/05/22/18/22/21,0.7356712969764263,Rasmus
2020/05/22/18/22/22,0.6793016469762206,Rasmus
2020/05/22/18/22/22,0.5463828156060846,Rasmus
2020/05/22/18/22/23,0.6585329708071216,Rasmus
2020/05/22/18/22/23,0.6649694736467943,Rasmus
2020/05/22/18/22/24,0.6837099668563911,Rasmus
2020/05/22/18/22/24,0.665982744654341,Rasmus
2020/05/22/18/22/26,0.5523618170494983,Rasmus
2020/05/22/18/22/27,0.5677258212368482,Rasmus
2020/05/22/18/22/28,0.4832177638527675,Rasmus
2020/05/22/18/22/29,0.4905561835387925,Lukas
2020/05/22/18/22/29,0.5527813206028713,Rasmus
2020/05/22/18/22/30,0.6375950765785932,Rasmus
2020/05/22/18/22/30,0.5262894807096827,Rasmus
2020/05/22/18/22/31,0.5251710391009667,Rasmus
2020/05/22/18/22/32,0.3883622503549491,Unknown
2020/05/22/18/22/33,0.5611163418268834,Rasmus
2020/05/22/18/22/33,0.5945376291567073,Rasmus
2020/05/22/18/22/34,0.6365839943469532,Rasmus
2020/05/22/18/22/34,0.6507841399369744,Rasmus
2020/05/22/18/22/36,0.6013110496740184,Rasmus
2020/05/22/18/22/40,0.5739232203830428,Rasmus
2020/05/22/18/22/41,0.6171309093997167,Rasmus
2020/05/22/18/22/41,0.6113658466182623,Rasmus
2020/05/22/18/22/42,0.5843095200377013,Rasmus
2020/05/22/18/22/43,0.6321499269378196,Rasmus
2020/05/22/18/22/43,0.6074893260192129,Rasmus
2020/05/22/18/22/44,0.5873695027419943,Rasmus
2020/05/22/18/22/46,0.5202842274427539,Rasmus
2020/05/22/18/22/46,0.5744558481589148,Rasmus
2020/05/22/18/22/47,0.6373452156111101,Rasmus
2020/05/22/18/22/47,0.5188594030804917,Rasmus
2020/05/22/18/22/48,0.530162636254039,Rasmus
2020/05/22/18/22/48,0.6220839505995205,Rasmus
2020/05/22/18/22/48,0.5860847833063121,Rasmus
2020/05/22/18/22/50,0.4855098006144469,Rasmus
2020/05/22/18/22/51,0.4680439712355656,Rasmus
2020/05/22/18/22/51,0.6242696209752379,Rasmus
2020/05/22/18/22/52,0.7355951776791564,Rasmus
2020/05/22/18/22/52,0.6108595125649878,Rasmus
2020/05/22/18/22/55,0.6315178012460547,Rasmus
2020/05/22/18/22/55,0.6391710149474183,Rasmus
2020/05/22/18/22/56,0.6363095314963007,Rasmus
2020/05/22/18/22/56,0.6349254318063273,Rasmus
2020/05/22/18/22/57,0.5402776605154069,Rasmus
2020/05/22/18/22/58,0.5095624196956627,Rasmus
2020/05/22/18/22/58,0.4907574854516689,Rasmus
2020/05/22/18/22/59,0.5439842776149989,Rasmus
2020/05/22/18/23/00,0.5271953346964502,Rasmus
2020/05/22/18/23/04,0.5133732129817,Rasmus
2020/05/22/18/23/04,0.5086787473698038,Rasmus
2020/05/22/18/23/05,0.6115308388095397,Rasmus
2020/05/22/18/23/06,0.6686301275970179,Rasmus
2020/05/22/18/23/07,0.5540589245832339,Rasmus
2020/05/22/18/23/07,0.6755908878864173,Rasmus
2020/05/22/18/23/08,0.6688303264499946,Rasmus
2020/05/22/18/23/08,0.6334330334805623,Rasmus
2020/05/22/18/23/09,0.7171828864508528,Rasmus
2020/05/22/18/23/09,0.4898234862203468,Rasmus
2020/05/22/18/23/11,0.5001532032970295,Rasmus
2020/05/22/18/23/11,0.4613116580778149,Rasmus
2020/05/22/18/23/12,0.6953883958217764,Rasmus
2020/05/22/18/23/13,0.6104477101105896,Rasmus
2020/05/22/18/23/13,0.6010278093702845,Rasmus
2020/05/22/18/23/14,0.6260717268445725,Rasmus
2020/05/22/18/23/16,0.3829774038302087,Unknown
2020/05/22/18/23/17,0.509057864854091,Rasmus
2020/05/22/18/23/17,0.6297165760001571,Rasmus
2020/05/22/18/23/18,0.6702961494313118,Rasmus
2020/05/22/18/23/18,0.6818489198273872,Rasmus
2020/05/22/18/23/19,0.6415687141695664,Rasmus
2020/05/22/18/23/19,0.653352615439579,Rasmus
2020/05/22/18/23/20,0.6637583209455687,Rasmus
2020/05/22/18/23/20,0.6418784181212454,Rasmus
2020/05/23/11/36/51,0.6829260735753764,Rasmus
2020/05/23/11/36/51,0.6696344258406383,Rasmus
2020/05/23/11/36/52,0.6446461953189838,Rasmus
2020/05/23/11/36/52,0.6651049458990151,Rasmus
2020/05/23/11/36/53,0.6701553001003911,Rasmus
2020/05/23/11/36/53,0.6545629298104971,Rasmus
2020/05/23/11/36/54,0.6565378416578718,Rasmus
2020/05/23/11/36/54,0.6322058096929501,Rasmus
2020/05/23/11/36/55,0.643077136166746,Rasmus
2020/05/23/11/36/55,0.6536567874676829,Rasmus
2020/05/23/11/36/55,0.6336539857910971,Rasmus
2020/05/23/11/36/59,0.6523675095808956,Rasmus
2020/05/23/11/36/59,0.6523259593058001,Rasmus
2020/05/23/11/37/00,0.6432609377096028,Rasmus
2020/05/23/11/37/00,0.66525441550899,Rasmus
2020/05/23/11/37/01,0.6325512992946355,Rasmus
2020/05/23/11/37/01,0.6565568590880813,Rasmus
2020/05/23/11/37/02,0.7304970549945722,Rasmus
2020/05/23/11/37/08,0.6863165120535615,Rasmus
2020/05/23/11/37/09,0.6718543985453762,Rasmus
2020/05/23/11/37/09,0.6859772531599053,Rasmus
2020/05/23/11/37/15,0.594224984697561,Rasmus
2020/05/23/11/37/16,0.6227592869216256,Rasmus
2020/05/23/11/37/16,0.47976854753623904,Lukas
2020/05/23/11/37/17,0.5864818138706256,Rasmus
2020/05/23/11/37/17,0.6607901593570831,Rasmus
2020/05/23/11/37/24,0.6420717800111494,Rasmus
2020/05/23/11/37/25,0.6806291758034575,Rasmus
2020/05/23/11/37/25,0.6112134677009513,Rasmus
2020/05/23/11/37/26,0.6747605355359918,Rasmus
2020/05/23/11/37/26,0.7060500497641999,Rasmus
2020/05/23/11/37/28,0.6453357256423617,Rasmus
2020/05/23/11/37/28,0.6608047742326539,Rasmus
2020/05/23/11/37/29,0.686593936619782,Rasmus
2020/05/23/11/37/29,0.5662927279123579,Rasmus
2020/05/23/11/37/30,0.7261657320164863,Rasmus
2020/05/23/11/37/30,0.6844703840695511,Rasmus
2020/05/23/11/37/31,0.6547944261552401,Rasmus
2020/05/23/11/37/31,0.6764531470314699,Rasmus
2020/05/23/11/37/32,0.6465051344289934,Rasmus
2020/05/23/11/37/32,0.6232319249336146,Rasmus
2020/05/23/11/37/33,0.5971412511971526,Rasmus
2020/05/23/11/37/33,0.6022271652999236,Rasmus
2020/05/23/11/37/34,0.6036221535870825,Rasmus
2020/05/23/11/37/34,0.6675125541244697,Rasmus
2020/05/23/11/37/35,0.6042510587388363,Rasmus
2020/05/23/11/37/35,0.6260594790974006,Rasmus
2020/05/23/11/37/36,0.6908257752860218,Rasmus
2020/05/23/11/37/38,0.4771446586113233,Rasmus
2020/05/23/11/37/39,0.4474316046551183,Rasmus
2020/05/23/11/37/39,0.5349902845302016,Rasmus
2020/05/23/11/37/40,0.4619578491901644,Rasmus
2020/05/23/11/37/41,0.6138503121119692,Rasmus
2020/05/23/11/37/42,0.578474033298695,Rasmus
2020/05/23/11/37/47,0.43660778116847865,Lukas
2020/05/23/11/37/47,0.5291615255803499,Rasmus
2020/05/23/11/37/50,0.4673289459455494,Rasmus
2020/05/23/11/37/50,0.4630304186967299,Rasmus
2020/05/23/11/37/51,0.4798355254520005,Rasmus
2020/05/23/11/37/51,0.5334045656395469,Rasmus
2020/05/23/11/37/52,0.546711507584889,Rasmus
2020/05/23/11/37/52,0.4537099230061678,Rasmus
2020/05/23/11/37/54,0.5831321098951893,Rasmus
2020/05/23/11/37/55,0.5767688422185648,Rasmus
2020/05/23/11/37/55,0.5870406959812746,Rasmus
2020/05/23/11/37/56,0.6121053053195883,Rasmus
2020/05/23/11/37/56,0.5802502066301013,Rasmus
2020/05/23/11/37/57,0.5753395585336927,Rasmus
2020/05/23/11/37/57,0.5811575490084415,Rasmus
